First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Race,Age Group,Second Doses ~ Percent of Total,Data Format
0.05606617647058824,0.11531190926275992,Missing or Undisclosed,0.02496936274509804,Cherokee ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.11684587813620072,County
0.2818151923709306,0.242638731596829,Missing or Undisclosed,0.07234462347911871,Chowan ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.21215043394406943,County
0.056777539341917024,0.12586719524281467,Missing or Undisclosed,0.030937052932761087,Columbus ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.19372900335946247,County
0.07222673901945584,0.13151552709495284,Missing or Undisclosed,0.04222049953676568,Cumberland ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.11970622922697545,County
0.1795998787511367,0.2515923566878981,Missing or Undisclosed,0.06153379812064262,Currituck ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.2462098241358399,County
0.10824404111086813,0.12462235649546828,Missing or Undisclosed,0.07653619068445222,Dare ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.25839793281653745,County
0.050948642459928035,0.12354574299312533,Missing or Undisclosed,0.03710064333224294,Davidson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.14888961820369762,County
0.10879848628192999,0.16209866875489426,Missing or Undisclosed,0.0684326710816777,Davie ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1830708661417323,County
0.0428843160989106,0.09729305610043154,Missing or Undisclosed,0.019972332699291027,Duplin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.12962962962962962,County
0.09869012918780813,0.12594429519414022,Missing or Undisclosed,0.057612724459318435,Durham ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.13687855341341426,County
0.05434173669467787,0.11545328307875422,Missing or Undisclosed,0.025490196078431372,Edgecombe ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.18827586206896552,County
0.08411314760182083,0.14281504986400725,Missing or Undisclosed,0.05397071191146827,Forsyth ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.16744667633050322,County
0.09808982963345379,0.1674852033748898,Missing or Undisclosed,0.05560882070949185,Granville ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.18155550204671322,County
0.09192660550458716,0.15988511249401627,Missing or Undisclosed,0.04091743119266055,Halifax ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.22536634663971705,County
0.06470233479796675,0.13162737709227937,Missing or Undisclosed,0.03239424485224433,Harnett ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.13818449099595737,County
0.08365046838407494,0.13499468524861227,Missing or Undisclosed,0.05876756440281031,Haywood ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.19856577645895154,County
0.06292262218083168,0.11103965702036442,Missing or Undisclosed,0.04640239705227356,Henderson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.15596080566140447,County
0.06882327399044724,0.17489655172413796,Missing or Undisclosed,0.03267477203647416,Hoke ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.18580246913580248,County
0.15489130434782608,0.16116870876531575,Missing or Undisclosed,0.07246376811594203,Hyde ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.20253164556962025,County
0.05857805655633602,0.12627109174209408,Missing or Undisclosed,0.03470620253492652,Iredell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1567732115677321,County
0.06416336962131079,0.12742801366520254,Missing or Undisclosed,0.03730371316934116,Johnston ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.18317847230602147,County
0.09114605229967207,0.14714266322790823,Missing or Undisclosed,0.04456402926090978,Lenoir ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.16735080517840228,County
0.054296875,0.09983241560928896,Missing or Undisclosed,0.029166666666666667,Macon ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1728395061728395,County
0.05687624972228394,0.08258064516129032,Missing or Undisclosed,0.03554765607642746,Madison ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1553398058252427,County
0.09968228752978554,0.15561066336019838,Missing or Undisclosed,0.035941223193010324,Martin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.23324742268041238,County
0.059416927267224855,0.09259550385159565,Missing or Undisclosed,0.028548370826187833,Mcdowell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.14973544973544975,County
0.05645506548168627,0.12205457607083514,Missing or Undisclosed,0.03086072697824842,Mecklenburg ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.13528241306019084,County
,0.10206502917976015,Missing or Undisclosed,,Missing ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.10879869648940899,County
0.04379341588643914,0.09090909090909091,Missing or Undisclosed,0.012684989429175475,Mitchell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.06818181818181818,County
0.07000560452437968,0.134917517674784,Missing or Undisclosed,0.03862026799816579,Nash ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.18637816572412097,County
0.08022446689113356,0.11019640489624766,Missing or Undisclosed,0.0580695847362514,New Hanover ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1402244024066345,County
0.08393486654356219,0.15287013681877246,Missing or Undisclosed,0.05002518045996307,Onslow ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.19454871878570262,County
0.12088609959281259,0.12843818217900377,Missing or Undisclosed,0.08065299413500691,Orange ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1556484752361041,County
0.2903801990303649,0.26906253694290105,Missing or Undisclosed,0.13625924980862464,Pasquotank ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.2484876686831084,County
0.19980314960629922,0.21189979123173278,Missing or Undisclosed,0.06299212598425197,Perquimans ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1656600517687662,County
0.08257703081232493,0.15130363375076986,Missing or Undisclosed,0.0515406162464986,Person ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1823226317875545,County
0.10953048821211514,0.13901250264886628,Missing or Undisclosed,0.07182929272690844,Pitt ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.18954881917518507,County
0.06814415907207953,0.12978303747534517,Missing or Undisclosed,0.03127589063794532,Polk ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.17848699763593381,County
0.037802697870957254,0.10283844725439915,Missing or Undisclosed,0.025288477165610272,Randolph ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1420485667336133,County
0.07979626485568761,0.11961316593145573,Missing or Undisclosed,0.03372948500282966,Richmond ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.168552036199095,County
0.053034000325361964,0.1118353344768439,Missing or Undisclosed,0.02737107532129494,Robeson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1010207145001501,County
0.04650156287569127,0.11405991979240387,Missing or Undisclosed,0.027795143063236355,Rockingham ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.21002906976744187,County
0.06798753694974834,0.11438172043010753,Missing or Undisclosed,0.026683710154190302,Sampson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.12685150018989744,County
0.07318337978868218,0.12054238735853084,Missing or Undisclosed,0.0423932067154988,Surry ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1708910373660831,County
0.06428823737195337,0.10122358175750834,Missing or Undisclosed,0.02190038855528082,Swain ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.14485981308411217,County
0.044178364987613544,0.08589777896708589,Missing or Undisclosed,0.028626479493531518,Transylvania ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.17777777777777778,County
0.0690434345970374,0.16845329249617153,Missing or Undisclosed,0.04954389488660139,Union ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.21808804568060416,County
0.08938299055030573,0.14021625392396234,Missing or Undisclosed,0.0376876042245692,Vance ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.14894551845342707,County
0.06730984967466906,0.11806375442739078,Missing or Undisclosed,0.02355844738613417,Warren ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1891891891891892,County
0.10745697896749522,0.15230352303523037,Missing or Undisclosed,0.03173996175908222,Washington ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.17043121149897333,County
0.08863118658107269,0.12961841308298003,Missing or Undisclosed,0.05725823151791261,Watauga ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1515068493150685,County
0.06012244036309901,0.14100405980790176,Missing or Undisclosed,0.032721131517838294,Wayne ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.1742747919946031,County
0.048026196106967435,0.09045226130653267,Missing or Undisclosed,0.030380207385846826,Wilson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.11755044580009386,County
0.07682337692942147,0.14771182600815588,Missing or Undisclosed,0.053611405679274186,Yadkin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,50-64,0.14763140817650877,County
0.38515166340508805,0.3391309030208389,Missing or Undisclosed,0.06800391389432485,Alamance ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.12420417737071372,County
0.5244988864142539,0.4663366336633663,Missing or Undisclosed,0.07182628062360802,Alleghany ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.18507890961262555,County
0.44356578001437813,0.4446846846846847,Missing or Undisclosed,0.03702372393961179,Anson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.14609929078014183,County
0.2318738229755179,0.33744433025008563,Missing or Undisclosed,0.026836158192090395,Ashe ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.12166488794023478,County
0.5262242828165749,0.4532068879460943,Missing or Undisclosed,0.06490872210953347,Beaufort ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.22974358974358977,County
0.47552602436323366,0.4837764758900406,Missing or Undisclosed,0.231672203765227,Bladen ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.40827478532396566,County
0.38067401373582493,0.5032304379038047,Missing or Undisclosed,0.06513336527711228,Brunswick ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.259844526570664,County
0.28749842707940104,0.3320133691782315,Missing or Undisclosed,0.05807222851390462,Buncombe ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.13741253535804676,County
0.3906647807637907,0.3624671916010499,Missing or Undisclosed,0.13276756247053276,Burke ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.25138368148544904,County
0.358654399079931,0.33987248651299656,Missing or Undisclosed,0.12041403105232892,Cabarrus ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.19818285065303806,County
0.5165876777251185,0.3054932735426009,Missing or Undisclosed,0.18104265402843603,Camden ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.2315151515151515,County
0.510414694186707,0.39918548685671973,Missing or Undisclosed,0.12327210755538724,Chatham ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.20765550239234448,County
0.18611925708699903,0.2999369880277253,Missing or Undisclosed,0.07174975562072336,Cherokee ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.2630824372759857,County
0.5963348192174344,0.3408833522083805,Missing or Undisclosed,0.09262010896483408,Chowan ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.18032786885245902,County
0.3526809893482578,0.40104701293368916,Missing or Undisclosed,0.05118252392128543,Cleveland ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.1736600306278714,County
0.27834115332223397,0.36451932606541126,Missing or Undisclosed,0.05600121083699107,Columbus ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.20716685330347145,County
0.5964019008825526,0.37303609341825905,Missing or Undisclosed,0.14392396469789545,Currituck ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.25712553062462096,County
0.6501397949673812,0.43907351460221555,Missing or Undisclosed,0.06616961789375582,Dare ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.13104466592838687,County
0.3229625132797086,0.4174185955276579,Missing or Undisclosed,0.031871300652602824,Duplin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.11784511784511785,County
0.39956065413717357,0.3339301903898459,Missing or Undisclosed,0.12651533642502644,Forsyth ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.19320770345827296,County
0.4741007194244604,0.3345177664974619,Missing or Undisclosed,0.10863309352517986,Gates ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.22983257229832574,County
0.4572450248756219,0.3703563782898879,Missing or Undisclosed,0.17723880597014927,Granville ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.27450036118468574,County
0.4256745740604875,0.40585652106326753,Missing or Undisclosed,0.14225156925083557,Guilford ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.2613155628767174,County
0.42432519280205655,0.4214137545875219,Missing or Undisclosed,0.0586439588688946,Halifax ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.18443658413340072,County
0.41157766763303094,0.385680483743756,Missing or Undisclosed,0.15458711306462172,Harnett ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.30374862183020945,County
0.23942081041643282,0.25191921577890636,Missing or Undisclosed,0.057806712313390955,Haywood ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.12734915924826903,County
0.29372404245500694,0.36384423008217215,Missing or Undisclosed,0.09217812644208584,Henderson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.21747414262384324,County
0.3840605842048323,0.3208797830671889,Missing or Undisclosed,0.0706815723043635,Hertford ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.20962566844919786,County
0.7093889716840537,0.44863336475023563,Missing or Undisclosed,0.10879284649776454,Hyde ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.1848101265822785,County
0.40202325061479993,0.4018884791596827,Missing or Undisclosed,0.11586183769282361,Iredell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.24271162627327011,County
0.3376721373325788,0.3828877005347594,Missing or Undisclosed,0.042444821731748725,Jackson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.16245487364620936,County
0.41848629124938436,0.37813380804035013,Missing or Undisclosed,0.1582662945329174,Lee ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.25706666666666667,County
0.4503898486469959,0.39989140762861414,Missing or Undisclosed,0.13040819446567803,Lenoir ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.26934006946637196,County
0.3097558419784135,0.3598295800365186,Missing or Undisclosed,0.08823221209263335,Lincoln ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.21617458279845958,County
0.2548547860457123,0.3550395020349533,Missing or Undisclosed,0.04588417253823681,Macon ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.2060185185185185,County
0.48468883766875204,0.4748387096774193,Missing or Undisclosed,0.046427395456042145,Madison ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.13689320388349516,County
0.3904821935077214,0.384066955982641,Missing or Undisclosed,0.030570438071225968,Martin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.125,County
0.511178680021463,0.4493004244615627,Missing or Undisclosed,0.04489357896619567,Mcdowell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.13280423280423279,County
0.4141344559255007,0.36202647396652277,Missing or Undisclosed,0.12171195305523663,Mecklenburg ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.21573282684393794,County
0.2634032634032634,0.35423197492163006,Missing or Undisclosed,0.013986013986013986,Mitchell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.048701298701298704,County
0.3405768779801454,0.2709240144260664,Missing or Undisclosed,0.07926209645900102,Moore ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.12227179549017242,County
0.38681237946551567,0.41358994501178314,Missing or Undisclosed,0.09018275323721187,Nash ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.24145561839193508,County
0.4939768280518683,0.3970030524465822,Missing or Undisclosed,0.13208777718100206,New Hanover ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.18662258116971112,County
0.37912457912457914,0.421880854252529,Missing or Undisclosed,0.041750841750841754,Northampton ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.1521472392638037,County
0.48984995586937335,0.4332552693208431,Missing or Undisclosed,0.08561341571050309,Pamlico ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.2212086659064994,County
0.6348973607038123,0.3071285021870197,Missing or Undisclosed,0.32453567937438904,Pasquotank ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.30898092135877153,County
0.38836022617569993,0.40841189267585204,Missing or Undisclosed,0.05116535650255137,Pender ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.13827804696235557,County
0.3717056715159182,0.36193800041059326,Missing or Undisclosed,0.07758802445709466,Person ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.1458581054300436,County
0.5829725829725829,0.3766899766899767,Missing or Undisclosed,0.15873015873015872,Pitt ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.213253436728939,County
0.25,0.34437869822485206,Missing or Undisclosed,0.028923253150057275,Polk ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.11938534278959811,County
0.2973306488276937,0.4048103280572995,Missing or Undisclosed,0.09345976488926415,Randolph ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.26273507394559065,County
0.42407639323732,0.4646655231560892,Missing or Undisclosed,0.2154821540388228,Robeson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.41323926748724105,County
0.37898218142548595,0.4311271498771499,Missing or Undisclosed,0.07802375809935205,Rowan ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.2151498231900242,County
0.19679633867276888,0.29246726747151847,Missing or Undisclosed,0.029290617848970253,Rutherford ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.11552346570397111,County
0.47674245801753606,0.43118279569892476,Missing or Undisclosed,0.06836082627433497,Sampson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.17470565894417017,County
0.5595788392398562,0.48660116123269315,Missing or Undisclosed,0.035695942475603495,Scotland ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.20086705202312138,County
0.38521788664198237,0.39265495717811005,Missing or Undisclosed,0.053830817430931356,Stanly ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.1692032229185318,County
0.4260431317393343,0.38810591501174463,Missing or Undisclosed,0.04453820909517112,Surry ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.09929448654298406,County
0.5202702702702703,0.4710789766407119,Missing or Undisclosed,0.0214987714987715,Swain ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.08177570093457943,County
0.271866391184573,0.42253144233342255,Missing or Undisclosed,0.03202479338842975,Transylvania ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.15897435897435896,County
0.31805845511482256,0.31107708014293006,Missing or Undisclosed,0.09123173277661796,Union ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.1609872904770676,County
0.5444447121756102,0.3801727981693826,Missing or Undisclosed,0.1455627575239151,Wake ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.23438348723519825,County
0.3625537545484618,0.4313262495080677,Missing or Undisclosed,0.049288785974197814,Warren ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.26846846846846845,County
0.44228504122497053,0.4070460704607046,Missing or Undisclosed,0.04652532391048292,Washington ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.16221765913757702,County
0.4279893711248893,0.36583888552392485,Missing or Undisclosed,0.14596988485385295,Watauga ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.22575342465753423,County
0.3525818349469802,0.4178390930200792,Missing or Undisclosed,0.034578146611341634,Wilkes ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.10924981791697014,County
0.35081665516448124,0.3454916175804259,Missing or Undisclosed,0.17138256268691052,Yadkin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.24172615184944843,County
0.36537753222836095,0.41454241537818637,Missing or Undisclosed,0.036464088397790057,Yancey ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,65-74,0.13674033149171272,County
0.5113143578017819,0.34920036616229605,Missing or Undisclosed,0.32200583458172355,Alamance ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.45615994638668605,County
0.5484370164035902,0.4127649662240857,Missing or Undisclosed,0.36521200866604764,Alexander ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.5962607377463365,County
0.5416666666666666,0.35396039603960394,Missing or Undisclosed,0.3015151515151515,Alleghany ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.5710186513629842,County
0.48613963039014374,0.3412612612612612,Missing or Undisclosed,0.18583162217659138,Anson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.5134751773049646,County
0.36487837387537486,0.3751284686536485,Missing or Undisclosed,0.12162612462512495,Ashe ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.38954108858057634,County
0.6156626506024097,0.35746764603008047,Missing or Undisclosed,0.44216867469879517,Avery ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.6957345971563982,County
0.5875754961173425,0.33990516595957077,Missing or Undisclosed,0.1486194995685936,Beaufort ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.35333333333333333,County
0.4817292846114256,0.24349635796045788,Missing or Undisclosed,0.12506433350488935,Bertie ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.3990147783251231,County
0.501358695652174,0.3325822442541686,Missing or Undisclosed,0.3413722826086957,Bladen ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.39227166276346603,County
0.5362745098039216,0.34648030066297875,Missing or Undisclosed,0.22457516339869282,Brunswick ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.43787434688415955,County
0.3288952363401824,0.2593547918331759,Missing or Undisclosed,0.18865751405141434,Buncombe ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.3048235819562305,County
0.4467036352433765,0.31714785651793526,Missing or Undisclosed,0.22674060382008626,Burke ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.3285127655775754,County
0.507195477128662,0.32265271647321675,Missing or Undisclosed,0.3908685968819599,Cabarrus ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.4318568994889267,County
0.6093704245973646,0.38197503671071953,Missing or Undisclosed,0.40219619326500733,Caldwell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.44220862846104314,County
0.4921491658488714,0.35069930069930066,Missing or Undisclosed,0.2998037291462218,Caswell ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.5470008952551477,County
0.5830591411457016,0.38887013279315774,Missing or Undisclosed,0.42225596895300765,Catawba ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.4721252712008301,County
0.5903121902874133,0.3528322843391336,Missing or Undisclosed,0.3479930624380575,Chatham ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.44800637958532696,County
0.4093680709534368,0.4653434152488973,Missing or Undisclosed,0.19539911308203992,Cherokee ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.5053763440860215,County
0.6018641810918774,0.2559456398640996,Missing or Undisclosed,0.27430093209054596,Chowan ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.3972999035679846,County
0.45404828598105906,0.34941490453705604,Missing or Undisclosed,0.1568627450980392,Cleveland ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.36018376722817763,County
0.40544472152950956,0.38671952428146683,Missing or Undisclosed,0.1473399833748961,Columbus ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.396976483762598,County
0.49549873964710117,0.2842387936376782,Missing or Undisclosed,0.3633417356859921,Cumberland ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.3245416532647154,County
0.6311526479750779,0.21507430997876859,Missing or Undisclosed,0.32087227414330216,Currituck ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.312310491206792,County
0.8282792665726375,0.29569486404833834,Missing or Undisclosed,0.2693935119887165,Dare ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.28202288667404946,County
0.4386770428015564,0.37262030671602325,Missing or Undisclosed,0.3319066147859922,Davidson ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.4665791488896182,County
0.49777777777777776,0.3157400156617071,Missing or Undisclosed,0.3691358024691358,Davie ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.4204161979752531,County
0.5681790756606734,0.2162292484673142,Missing or Undisclosed,0.3265355375889948,Durham ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.23135125892360964,County
0.4244518589132507,0.35330291608807773,Missing or Undisclosed,0.16944709246901812,Edgecombe ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.4903448275862069,County
0.46574070491739855,0.2728467815049864,Missing or Undisclosed,0.28920184160637596,Forsyth ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.3095879063988404,County
0.47006699805489516,0.30824829931972786,Missing or Undisclosed,0.30797492976010377,Franklin ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.45746388443017655,County
0.48540856031128404,0.2532994923857868,Missing or Undisclosed,0.22762645914396887,Gates ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.3561643835616438,County
0.500517063081696,0.3808025177025964,Missing or Undisclosed,0.1768355739400207,Graham ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.41404358353510895,County
0.5466760961810466,0.29202871174914996,Missing or Undisclosed,0.3359264497878359,Granville ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.34312545148085727,County
0.4677372432652586,0.31241256023628167,Missing or Undisclosed,0.27352068423808695,Guilford ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.351989816929355,County
0.42879534258844604,0.30556885272059997,Missing or Undisclosed,0.1813703537841469,Halifax ,Age Group K-12,Missing or Undisclosed,Missing or Undisclosed,75+,0.40929762506316325,County
