COVID Confirmed Asian or PacificIslander,COVID Suspected Ethnicity Missing,COVID Suspected Age Missing,COVID Suspected Race Missing,COVID Suspected Gender Missing,COVID Confirmed Gender Missing,COVID Confirmed Ethnicity Missing,COVID Confirmed Race Missing,COVID Confirmed Age Missing,today,Date Filter,Max Date,Date,COVID Confirmed 0-17,COVID Confirmed 18-19,COVID Confirmed 20-29,COVID Confirmed 30-39,COVID Confirmed 40-49,COVID Confirmed 50-59,COVID Confirmed 60-69,COVID Confirmed 70-79,COVID Confirmed 80-,COVID Confirmed Age Unknown,COVID Confirmed Hispanic,COVID Confirmed Non-Hispanic,COVID Confirmed Ethnicity Not Disclosed,COVID Confirmed Female,COVID Confirmed Male,COVID Confirmed Gender Not Disclosed,COVID Confirmed Gender Unknown,COVID Confirmed Alaskan Native American Indian,COVID Confirmed Black African American,COVID Confirmed Race Not Disclosed,COVID Confirmed Race Additional Groups,COVID Confirmed White
1,7,0,18,32,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-20,0,0,2,5,3,5,6,6,6,0,2,30,1,20,13,0,0,0,6,0,2,24
2,0,0,2,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-23,1,1,9,10,13,24,40,18,12,1,6,112,11,66,62,0,1,4,38,5,4,76
3,1,1,0,4,2,2,2,1,2022-06-15,T,2022-06-11,2021-01-26,7,1,19,16,36,46,81,109,93,0,20,351,36,213,194,0,0,12,108,10,12,262
1,38,0,37,55,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-19,3,0,10,12,11,18,19,25,17,2,6,103,8,57,58,2,0,3,23,5,1,84
4,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-24,8,0,24,46,55,69,91,64,48,6,17,375,19,195,210,6,0,11,82,8,12,294
5,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-02,2,1,9,10,26,31,66,59,76,0,17,245,18,136,144,0,0,3,79,5,23,165
1,0,0,1,16,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-17,4,0,3,9,16,19,23,19,8,1,4,91,7,52,48,1,1,0,40,1,8,52
2,0,1,0,27,1,0,0,0,2022-06-15,T,2022-06-11,2021-09-30,5,0,22,22,32,50,54,44,36,2,17,243,7,128,136,2,0,4,55,3,17,186
4,109,0,111,146,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-13,27,4,50,47,36,92,121,106,91,9,41,505,37,293,281,8,1,10,181,21,36,331
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-02-08,3,1,9,11,17,32,51,65,47,0,10,215,11,115,121,0,0,2,78,2,7,146
1,40,0,39,46,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-14,1,0,9,4,6,14,24,16,8,1,10,69,4,47,35,1,0,2,17,3,10,50
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-24,1,0,2,5,4,14,18,13,5,1,6,54,3,38,24,0,1,5,18,1,10,28
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-01,3,2,7,34,27,43,44,25,19,1,17,179,9,109,95,1,0,3,51,6,15,128
2,2,0,6,3,4,4,5,1,2022-06-15,T,2022-06-11,2021-01-08,4,0,13,32,36,60,92,97,84,21,22,373,41,212,210,13,1,10,101,24,26,272
1,40,0,41,68,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-15,5,2,7,23,18,30,46,36,18,2,7,169,11,99,86,2,0,5,44,3,11,123
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-24,1,1,2,5,5,10,9,10,8,0,2,47,2,30,19,2,0,6,13,2,0,29
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-01,0,1,3,2,4,12,11,9,4,1,2,40,5,24,22,1,0,2,18,1,0,26
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-18,0,0,7,10,14,14,15,22,7,1,5,82,3,51,38,0,1,3,28,2,3,53
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-20,4,1,7,16,28,42,70,85,61,0,22,270,22,157,157,0,0,3,85,10,19,194
4,71,0,68,99,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-03,15,3,25,46,38,58,84,106,63,8,20,405,21,227,212,6,1,11,120,28,27,256
0,0,0,0,0,1,2,1,1,2022-06-15,T,2022-06-11,2021-06-07,1,1,2,5,8,22,7,5,8,0,2,50,6,34,21,0,4,4,21,5,2,27
0,0,0,3,8,0,0,2,1,2022-06-15,T,2022-06-11,2020-11-03,3,0,9,4,14,27,38,32,31,0,11,138,10,84,75,0,0,0,42,3,11,101
2,54,0,54,74,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-19,2,5,18,14,12,25,47,46,53,2,7,207,10,141,81,2,0,5,45,4,8,160
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-19,1,0,7,9,24,29,34,21,16,0,8,124,9,67,74,0,0,5,42,4,10,78
1,0,0,0,27,4,7,5,4,2022-06-15,T,2022-06-11,2021-09-05,6,5,21,46,50,64,64,67,37,8,21,319,25,193,170,5,0,9,96,12,15,234
2,0,0,0,0,2,2,2,2,2022-06-15,T,2022-06-11,2021-08-05,6,0,15,23,43,47,46,28,25,6,19,209,11,129,104,5,1,5,63,9,19,141
0,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-02,4,0,3,12,13,15,25,20,12,1,10,89,6,47,57,1,0,2,18,2,7,76
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-02-12,8,0,15,11,17,36,43,42,46,0,14,193,11,103,115,0,0,6,57,8,9,135
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-12,4,0,5,13,14,24,21,15,8,1,2,99,4,57,46,1,1,1,40,1,6,55
3,7,8,7,8,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-03,2,0,10,12,25,45,60,83,69,0,10,281,15,143,163,0,0,3,68,4,15,213
1,28,30,29,28,17,17,17,17,2022-06-15,T,2022-06-11,2021-10-01,7,2,14,14,23,45,54,47,36,1,12,220,11,141,101,1,0,1,62,5,15,159
1,18,18,20,18,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-16,0,0,6,8,19,20,24,26,9,3,4,101,10,55,57,3,0,5,23,4,8,74
7,113,0,108,145,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-12,18,7,49,56,51,91,127,124,79,1,48,532,23,331,271,1,0,8,220,11,39,318
2,18,0,18,31,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-06,2,2,4,3,3,2,5,5,5,0,6,24,1,16,15,0,0,0,7,2,4,16
1,19,0,23,41,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-25,4,2,8,10,11,12,26,28,23,1,6,114,5,74,50,1,0,3,33,2,10,76
0,0,0,3,0,9,9,9,9,2022-06-15,T,2022-06-11,2021-09-10,4,3,16,45,51,81,74,58,44,6,24,340,18,180,196,6,0,14,77,15,20,256
0,4,4,6,2,3,7,3,3,2022-06-15,T,2022-06-11,2020-11-12,4,0,7,9,18,25,36,46,36,0,14,157,6,90,91,0,0,1,47,5,9,119
3,75,0,81,113,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-10,9,6,19,24,23,51,72,84,70,1,22,322,15,196,162,1,0,8,85,9,26,228
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-14,2,2,8,22,15,25,18,21,11,2,7,108,11,66,58,2,0,1,48,5,8,61
0,0,0,2,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-31,0,2,5,8,8,7,15,8,7,0,3,53,4,31,29,0,0,2,17,0,3,38
4,1,0,0,1,2,2,2,1,2022-06-15,T,2022-06-11,2020-12-31,6,1,10,19,30,59,105,98,115,8,15,402,33,237,207,6,0,5,111,9,23,298
3,47,0,44,69,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-23,3,5,8,20,25,46,49,48,34,1,14,220,5,126,112,1,0,8,57,4,16,151
1,0,0,0,0,2,2,2,2,2022-06-15,T,2022-06-11,2021-07-25,3,1,11,15,18,27,22,15,9,1,12,103,7,73,48,1,0,2,27,3,6,83
1,54,0,54,74,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-16,2,0,5,8,11,25,21,40,17,1,6,117,7,66,62,1,1,3,22,5,4,95
2,0,0,0,0,1,1,1,0,2022-06-15,T,2022-06-11,2021-02-06,6,0,15,22,30,41,60,60,58,0,18,258,15,125,166,0,0,3,90,10,11,175
0,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-22,1,1,4,6,7,22,11,13,6,1,4,61,7,44,27,0,1,2,23,3,5,39
4,0,0,2,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-03,2,1,21,23,22,60,40,32,34,3,21,204,13,121,114,3,0,3,46,7,18,160
0,0,0,0,0,2,2,2,2,2022-06-15,T,2022-06-11,2021-01-10,4,0,11,18,31,66,96,88,103,9,31,359,36,201,218,7,0,10,104,19,28,265
0,0,0,2,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-10,1,0,6,6,5,11,9,9,13,0,3,54,3,34,25,0,1,2,17,1,3,37
0,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-07,1,0,5,5,7,5,9,5,4,0,1,37,3,19,21,1,0,1,12,1,2,25
1,39,0,38,62,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-05,2,0,6,7,18,31,30,29,26,0,6,141,2,79,70,0,0,2,29,0,11,106
0,12,0,16,31,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-15,3,1,8,3,7,5,11,8,8,0,0,53,1,29,25,0,0,0,18,1,1,34
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-14,2,2,11,12,27,32,40,34,17,1,9,163,6,106,71,1,0,6,30,4,9,127
2,87,0,87,116,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-11,23,8,55,75,41,89,125,117,99,7,42,568,29,344,288,7,0,13,197,20,54,353
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-12,4,0,14,9,26,43,79,90,81,5,20,310,21,169,181,0,1,1,104,13,16,216
1,18,18,18,40,0,4,0,0,2022-06-15,T,2022-06-11,2021-03-11,5,1,5,10,7,22,31,31,11,5,4,113,7,62,62,4,0,4,44,4,6,69
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-02-25,2,2,7,10,11,27,40,43,37,0,6,160,13,93,85,0,1,5,51,0,7,115
3,118,0,116,153,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-25,34,7,29,57,58,100,162,148,133,9,34,661,42,362,361,8,6,17,181,17,31,488
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-28,5,0,10,4,16,17,29,15,16,4,11,94,11,57,55,4,0,1,22,7,8,76
4,0,0,0,24,0,0,0,0,2022-06-15,T,2022-06-11,2020-11-28,5,0,7,13,24,37,48,66,54,2,20,219,17,118,136,2,0,3,68,8,16,157
1,27,0,27,44,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-06,4,0,7,17,15,26,23,27,34,0,3,149,1,77,75,0,1,5,22,1,6,118
9,2,0,0,0,8,11,10,4,2022-06-15,T,2022-06-11,2021-01-09,2,0,17,20,36,57,114,107,102,6,25,408,21,230,227,0,0,5,120,7,22,292
0,0,0,0,11,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-06,5,0,6,5,7,9,11,11,7,0,5,54,2,28,32,0,1,1,16,1,3,40
1,0,0,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-11,0,1,8,8,3,13,8,10,13,0,6,52,6,36,24,0,4,2,19,6,6,30
1,50,46,58,52,35,36,29,23,2022-06-15,T,2022-06-11,2020-10-02,2,0,3,3,12,16,21,35,21,2,2,83,17,45,56,2,0,2,29,5,7,65
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-01,4,0,7,9,20,34,26,23,15,1,5,128,6,76,62,1,0,3,42,3,5,84
0,42,0,49,65,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-01,1,1,7,12,6,19,31,29,28,0,2,127,5,69,65,0,0,3,31,2,5,93
2,11,10,10,30,11,12,8,10,2022-06-15,T,2022-06-11,2020-10-16,2,1,7,8,6,23,29,37,27,0,11,118,9,60,79,0,0,4,42,5,8,81
5,1,1,1,33,1,1,3,0,2022-06-15,T,2022-06-11,2021-09-15,15,1,24,32,49,71,67,55,38,1,19,312,21,183,167,1,1,5,85,7,22,226
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-08,1,0,8,6,17,16,23,12,6,1,9,77,4,51,38,1,0,2,29,4,4,50
2,3,0,1,12,4,7,4,1,2022-06-15,T,2022-06-11,2021-01-23,5,0,14,12,25,64,66,88,88,0,16,306,34,185,174,0,0,9,108,13,14,213
1,42,0,41,64,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-30,3,3,6,10,13,22,37,27,21,0,7,130,5,72,70,0,0,3,22,3,6,107
5,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-17,10,0,23,34,51,80,64,71,41,2,23,338,15,186,187,2,1,9,96,12,16,238
0,24,0,25,44,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-13,0,0,8,5,5,19,19,9,28,2,5,83,7,60,34,1,0,1,25,4,5,60
1,18,0,22,37,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-25,2,1,5,5,3,7,9,10,14,0,2,53,1,38,18,0,0,0,14,0,3,38
2,15,0,18,39,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-26,7,1,8,12,5,17,16,22,20,1,5,99,5,53,55,1,0,1,34,2,7,63
0,14,0,17,26,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-09,2,0,2,8,1,9,9,8,12,0,2,45,4,24,27,0,0,0,11,1,2,37
4,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-21,2,2,6,12,35,53,82,79,72,3,17,296,33,167,177,2,0,5,72,6,22,237
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-19,4,0,8,7,13,22,14,9,8,0,8,75,2,39,46,0,0,2,23,3,7,49
0,0,0,0,0,1,1,1,1,2022-06-15,T,2022-06-11,2021-06-06,2,0,3,6,5,10,14,8,3,0,2,43,6,27,24,0,0,2,21,0,2,26
3,88,0,85,113,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-02,14,3,31,33,39,75,79,73,52,3,21,372,9,204,194,2,2,5,106,6,36,246
8,0,0,0,1,0,0,0,0,2022-06-15,T,2022-06-11,2021-01-12,8,2,23,23,37,70,100,117,125,1,30,436,40,263,240,1,2,13,137,12,23,313
0,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-07-05,1,0,5,4,1,8,8,8,2,0,2,31,4,18,19,0,0,0,9,0,2,26
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-06-12,0,0,10,7,3,11,9,14,7,0,5,50,6,33,26,1,1,1,16,5,6,31
1,47,0,46,68,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-03,4,2,11,16,18,33,37,34,20,0,6,158,11,82,93,0,0,2,30,0,7,135
1,112,0,112,143,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-07,16,6,48,53,61,88,114,101,65,11,23,504,36,303,248,11,1,7,197,20,30,308
0,0,0,5,0,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-08,1,1,13,12,20,52,68,86,57,1,15,263,33,152,159,0,0,2,80,11,14,204
1,14,14,15,14,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-07,1,0,6,4,9,15,34,17,11,3,5,86,9,50,48,2,0,0,30,4,6,59
1,0,0,0,0,2,2,2,2,2022-06-15,T,2022-06-11,2021-10-10,2,0,5,22,26,35,35,35,19,5,9,164,11,92,87,5,0,7,45,8,5,118
0,11,0,19,36,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-16,0,1,2,6,5,10,13,11,5,0,5,46,2,30,23,0,0,2,10,3,5,33
1,26,0,31,52,0,0,0,0,2022-06-15,T,2022-06-11,2022-06-09,4,0,10,6,13,24,33,28,21,2,7,124,10,77,61,2,0,2,36,3,12,86
1,21,0,37,34,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-20,4,1,8,4,2,1,7,8,9,0,3,39,2,27,17,0,0,1,14,1,2,25
0,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-04,3,0,15,15,11,24,27,24,7,1,6,119,2,62,63,1,1,2,43,2,7,73
6,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-01-19,3,2,8,25,28,54,79,111,83,0,13,348,32,187,205,0,1,7,116,9,14,241
1,30,0,30,48,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-26,3,0,6,8,14,11,20,18,18,0,8,87,3,54,43,0,1,0,16,2,6,73
1,0,0,0,18,2,0,3,0,2022-06-15,T,2022-06-11,2021-08-13,5,1,23,33,45,58,60,63,34,1,21,285,17,161,159,1,0,7,68,7,17,220
3,51,5,56,71,15,15,12,16,2022-06-15,T,2022-06-11,2022-06-10,2,4,5,6,14,12,30,23,25,2,6,111,7,63,59,2,0,4,32,3,9,76
2,18,0,16,38,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-10,6,0,6,2,4,11,8,13,15,1,3,62,1,40,25,1,0,0,23,1,6,34
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-09-01,12,2,25,37,63,82,77,72,50,6,33,372,21,220,200,6,0,7,88,19,21,288
0,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-15,6,0,8,16,17,40,30,21,8,2,17,125,6,71,75,2,0,7,45,6,10,80
3,51,0,56,80,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-15,5,0,19,22,14,47,57,61,61,1,8,267,12,153,133,1,0,9,58,7,11,199
6,4,1,5,24,4,5,2,3,2022-06-15,T,2022-06-11,2020-10-30,2,0,3,5,14,31,26,36,35,0,11,132,7,73,78,0,0,2,32,2,15,96
1,11,0,20,25,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-11,0,0,2,1,5,1,2,11,5,0,1,26,0,13,14,0,0,0,10,0,1,15
1,15,0,18,39,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-04,2,0,5,0,1,5,8,10,5,0,0,34,2,22,14,0,0,1,9,1,1,23
0,11,0,18,28,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-28,1,1,2,5,2,5,11,10,5,0,1,38,3,21,21,0,0,0,19,0,2,21
3,1,1,1,1,0,0,0,0,2022-06-15,T,2022-06-11,2021-02-07,4,1,5,9,22,35,50,51,47,3,11,195,21,116,110,0,1,5,78,6,10,125
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-21,0,0,7,10,8,12,14,20,7,1,2,73,4,48,30,1,0,2,22,2,8,44
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-08-04,6,1,18,25,32,53,37,38,32,3,14,215,16,125,117,3,0,3,54,9,10,166
0,37,0,38,58,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-15,2,1,7,6,16,21,22,22,11,0,15,86,7,50,57,0,1,3,24,2,10,69
3,1,0,1,3,0,0,0,0,2022-06-15,T,2022-06-11,2020-11-06,2,0,6,13,16,32,30,38,31,0,6,153,9,89,77,2,0,3,44,6,9,103
3,0,0,0,0,11,11,11,11,2022-06-15,T,2022-06-11,2021-09-08,13,5,27,37,66,73,99,69,46,6,28,390,23,234,201,6,0,10,98,13,25,292
1,0,1,1,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-08,1,0,8,9,12,27,24,11,12,3,4,94,9,46,58,3,0,1,28,3,6,68
3,95,0,99,123,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-08,9,1,30,27,22,78,72,99,79,2,17,385,17,226,191,2,0,10,114,6,21,265
0,18,0,25,41,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-03,4,3,4,3,4,5,14,13,23,0,3,68,2,32,39,0,2,0,15,1,4,53
2,2,0,2,2,0,0,0,1,2022-06-15,T,2022-06-11,2021-10-22,6,0,6,6,24,20,18,24,12,0,15,95,7,50,66,0,1,2,16,2,15,80
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-03,4,1,5,12,12,31,37,28,15,2,10,124,13,71,74,2,0,6,45,5,12,77
2,0,0,1,20,0,0,0,0,2022-06-15,T,2022-06-11,2020-11-18,3,0,6,6,25,39,40,51,41,1,16,176,20,111,99,1,1,3,59,7,18,123
3,90,0,95,120,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-04,14,3,31,30,38,63,70,95,71,3,21,373,24,219,195,3,1,10,96,12,24,273
1,0,0,0,0,2,2,2,2,2022-06-15,T,2022-06-11,2021-07-21,4,1,6,18,8,20,18,15,19,0,4,99,6,51,57,0,1,4,28,1,3,72
0,0,0,1,17,0,0,0,0,2022-06-15,T,2022-06-11,2021-05-27,1,0,3,8,9,18,22,13,7,0,7,69,5,50,31,0,0,5,21,4,5,46
1,0,0,3,0,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-27,5,0,9,18,26,51,82,98,83,3,26,327,22,192,182,1,0,1,94,2,30,247
3,50,0,49,71,0,0,0,0,2022-06-15,T,2022-06-11,2021-12-19,3,0,11,14,23,32,43,36,26,2,9,175,6,95,93,2,0,2,38,4,6,137
1,33,0,35,50,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-12,2,1,6,8,10,12,15,12,27,1,3,87,4,56,37,1,0,0,34,3,6,50
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-22,1,1,3,6,10,38,22,23,10,2,6,98,12,57,57,2,0,3,37,5,9,61
0,5,4,7,4,14,14,14,13,2022-06-15,T,2022-06-11,2020-10-22,2,1,6,4,14,24,25,34,27,0,13,114,9,67,69,0,0,5,45,1,5,80
2,44,23,40,41,6,12,10,8,2022-06-15,T,2022-06-11,2020-10-12,2,0,4,6,12,25,24,29,19,1,9,92,17,62,59,3,0,2,28,13,6,69
2,41,0,46,67,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-23,10,0,11,12,8,28,27,63,43,2,8,188,8,88,114,2,0,8,38,7,13,136
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-09-25,6,4,12,43,37,66,48,37,34,5,22,258,12,141,146,4,1,7,73,6,25,178
1,19,0,21,36,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-02,4,0,3,4,4,7,7,5,15,0,2,46,1,23,25,0,1,1,14,1,5,27
1,8,0,11,26,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-13,3,1,4,4,3,5,9,4,8,0,3,37,1,21,20,0,0,1,12,0,7,20
2,33,0,36,57,0,0,0,0,2022-06-15,T,2022-06-11,2022-06-02,3,2,5,11,6,18,20,34,31,4,2,125,7,81,49,4,0,0,38,5,6,83
0,11,0,24,36,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-23,3,0,7,2,3,6,13,15,7,1,4,52,1,27,29,1,0,0,11,1,5,40
1,0,0,0,0,7,7,7,7,2022-06-15,T,2022-06-11,2021-08-23,7,4,21,37,44,83,80,60,33,1,24,329,17,202,166,1,1,18,73,7,18,253
3,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-04-24,1,0,4,16,14,27,30,15,12,4,12,101,10,64,55,0,4,1,32,10,9,68
3,3,2,1,11,2,4,3,4,2022-06-15,T,2022-06-11,2021-01-25,5,2,13,16,19,48,57,79,68,0,20,273,14,150,159,0,0,3,82,8,17,195
0,29,0,29,48,0,0,0,0,2022-06-15,T,2022-06-11,2021-11-20,5,0,4,10,17,17,24,24,20,0,8,110,3,65,56,0,0,3,22,3,6,87
1,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-03,3,2,16,27,17,45,38,43,15,3,11,190,8,116,90,3,0,2,55,6,10,135
3,0,0,0,22,0,0,0,0,2022-06-15,T,2022-06-11,2020-12-01,3,0,12,5,20,48,54,74,59,2,14,239,24,123,147,7,0,4,64,9,18,179
12,109,0,107,149,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-14,20,10,59,71,53,106,143,117,104,12,57,604,34,384,300,11,0,9,199,30,51,394
1,18,18,19,18,0,1,0,0,2022-06-15,T,2022-06-11,2021-03-14,2,1,4,7,9,21,37,22,14,1,5,103,9,67,50,1,0,2,42,4,4,65
0,54,40,52,53,34,34,34,26,2022-06-15,T,2022-06-11,2020-10-08,1,0,5,5,7,18,25,31,24,0,11,78,19,49,57,2,0,2,26,1,12,67
1,27,0,30,48,0,0,0,0,2022-06-15,T,2022-06-11,2022-02-27,4,0,11,7,5,15,27,28,19,1,7,104,6,61,55,1,0,5,22,3,8,78
2,0,0,0,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-03-26,1,1,6,12,16,27,16,14,15,2,8,92,10,58,50,2,0,2,42,5,6,53
5,0,0,0,18,1,0,1,0,2022-06-15,T,2022-06-11,2021-09-29,4,2,13,24,32,42,58,38,38,4,12,230,13,128,126,0,0,5,67,10,9,158
1,7,4,8,17,4,9,6,4,2022-06-15,T,2022-06-11,2020-10-26,5,1,7,8,7,14,32,34,16,3,10,102,10,67,60,0,0,3,34,5,8,74
1,10,0,18,33,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-24,2,0,0,4,6,6,11,6,6,0,5,32,4,30,11,0,0,0,14,1,1,24
4,80,0,78,102,0,0,0,0,2022-06-15,T,2022-06-11,2022-01-31,9,3,29,23,37,71,81,100,88,8,24,395,30,229,212,8,0,9,108,16,33,279
0,1,0,1,1,0,0,0,0,2022-06-15,T,2022-06-11,2021-10-18,3,1,8,13,10,28,23,34,21,2,7,126,10,66,75,2,0,2,29,5,9,98
0,0,0,2,0,0,0,0,0,2022-06-15,T,2022-06-11,2021-02-27,2,1,4,6,17,20,28,39,10,0,1,117,9,62,65,0,0,2,43,1,3,78
5,4,3,5,23,6,6,6,6,2022-06-15,T,2022-06-11,2020-11-14,1,2,11,15,16,35,33,53,37,0,11,176,16,102,101,0,0,4,52,7,12,123
0,15,0,20,26,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-30,2,0,0,8,2,2,7,21,10,0,3,47,2,33,19,0,0,1,9,1,4,37
0,12,0,17,28,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-21,1,1,2,5,1,2,3,6,12,0,2,30,1,23,10,0,0,0,5,0,2,26
1,16,0,21,43,0,0,0,0,2022-06-15,T,2022-06-11,2022-04-03,1,0,2,1,1,2,2,10,4,0,1,21,1,13,10,0,0,0,7,1,1,13
0,26,0,32,52,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-20,4,1,10,8,6,14,21,21,20,0,6,95,4,64,41,0,0,3,37,1,8,56
2,38,0,41,58,0,0,0,0,2022-06-15,T,2022-06-11,2022-06-03,7,0,9,4,6,11,29,32,38,4,5,129,6,70,66,4,0,1,30,5,10,92
0,20,0,19,39,0,0,0,0,2022-06-15,T,2022-06-11,2022-05-15,2,0,3,3,2,7,13,16,34,1,4,73,4,39,41,0,1,1,22,3,6,49
1,12,0,17,36,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-27,0,0,2,4,3,4,4,9,8,0,1,31,2,20,14,0,0,0,10,1,2,20
0,15,0,20,31,0,0,0,0,2022-06-15,T,2022-06-11,2022-03-21,0,0,1,4,3,3,5,6,6,0,1,26,1,13,15,0,0,0,4,1,1,22
1,0,0,0,0,1,1,1,1,2022-06-15,T,2022-06-11,2021-03-18,4,1,8,10,9,17,35,15,13,2,7,99,8,54,58,2,0,0,37,4,5,67
