OBJECTID,loc_vfc_pin,OrganizationName,LocationName,VaccineAdministrationStreetAddr,VaccineAdministrationCity,VaccineAdministrationCounty,VaccineAdministrationState,VaccineAdministrationZipCode,StatusforLocation,COVID_19VaccinationProviderType,POINT_X,POINT_Y,V1,V2,UpdateDTS
2277,,Walgreens,Walgreens,101 S TRYON ST,CHARLOTTE,Mecklenburg,North Carolina,28280,,Pharmacy : chain,1451386.01365656,512122.018927813,-80.8352964390495,35.1432156227734,202106031931
2313,,CVS Health,2772,10730 PROVIDENCE RD,CHARLOTTE,Mecklenburg,North Carolina,28277,,Pharmacy : chain,1470370.55180289,482708.397308975,-80.7700462377396,35.0633558704189,202106031931
2337,,WM1,WAL-MART PHARMACY,11145 BRYTON TOWN CENTER DR,HUNTERSVILLE,Mecklenburg,North Carolina,28078,,Pharmacy : chain,1482276.0178213,578150.986935228,-80.7358428148276,35.3261383194673,202106031931
2342,,Walgreens,Walgreens,11200 PROVIDENCE RD W,CHARLOTTE,Mecklenburg,North Carolina,28277,,Pharmacy : chain,1494193.6928048,484827.656193808,-80.6905645528151,35.0703190520577,202106031931
2352,,WM1,SAM'S PHARMACY,11425 CAROLINA PLACE PARKWAY,PINEVILLE,Mecklenburg,North Carolina,28134,,Pharmacy : chain,1443134.01310022,518208.02348806,-80.8632777965882,35.1595128668864,202106031931
2353,,CVS Health,6518,11430 N TRYON ST,CHARLOTTE,Mecklenburg,North Carolina,28262,,Pharmacy : chain,1423007.8509248,668785.968394563,-80.9404506187158,35.5721047698806,202106031931
2360,,CVS Health,2562,115 W ARROWOOD RD,CHARLOTTE,Mecklenburg,North Carolina,28217,,Pharmacy : chain,1434282.43073781,509381.726508141,-80.892325239415,35.1348051403023,202106031931
2362,,WM1,WAL-MART NEIGHBORHOOD MARKET PHARMACY,11530 N TYRON ST,CHARLOTTE,Mecklenburg,North Carolina,28262,,Pharmacy : chain,1480701.00095822,534653.024390638,-80.7385685718203,35.2065636793848,202106031931
2384,,Walgreens,Walgreens,1220 MATTHEWS TOWNSHIP PKWY,MATTHEWS,Mecklenburg,North Carolina,28105,,Pharmacy : chain,1475035.0008073,539982.968455151,-80.7578498593347,35.220932207393,202106031931
2390,,CVS Health,2571,1235 PECAN AVE,CHARLOTTE,Mecklenburg,North Carolina,28205,,Pharmacy : chain,1410362.01073097,498850.002820984,-80.9716188336823,35.1045934166468,202106031931
2400,,Walgreens,Walgreens,12830 S TRYON ST,CHARLOTTE,Mecklenburg,North Carolina,28273,,Pharmacy : chain,1402963.01765497,518615.029563814,-80.9976825878749,35.1584846338362,202106031931
2401,,CVS Health,17215,12830 WALKER BRANCH RD,CHARLOTTE,Mecklenburg,North Carolina,28273,,Pharmacy : chain,1338151.63021764,547471.083400145,-81.216628246292,35.2339743231806,202106031931
2407,,CVS Health,4299,1305 MATTHEWS TOWNSHIP PKWY,MATTHEWS,Mecklenburg,North Carolina,28105,,Pharmacy : chain,1486641.90279031,503767.437211812,-80.7168947519904,35.1219964677245,202106031931
2426,,CVS Health,7157,13845 CONLAN CIR,CHARLOTTE,Mecklenburg,North Carolina,28277,,Pharmacy : chain,1445978.01430197,480410.013454318,-80.851405503259,35.0558191043435,202106031931
2460,,Walgreens,Walgreens,1510 SARDIS RD N,CHARLOTTE,Mecklenburg,North Carolina,28270,,Pharmacy : chain,1479758.02088881,509125.018032059,-80.7402268654616,35.1363859585216,202106031931
2484,,CVS Health,7090,16035 JOHNSTON RD,CHARLOTTE,Mecklenburg,North Carolina,28277,,Pharmacy : chain,1445939.68366997,471444.014982149,-80.8509749602582,35.0311852397403,202106031931
2496,,Walgreens,Walgreens,16711 BIRKDALE COMMONS PKWY,HUNTERSVILLE,Mecklenburg,North Carolina,28078,,Pharmacy : chain,1439362.02753396,623809.968779817,-80.8825960473977,35.4494207681424,202106031931
2497,,CVS Health,1674,16715 OLD STATESVILLE RD,HUNTERSVILLE,Mecklenburg,North Carolina,28078,,Pharmacy : chain,1450414.52019273,620321.94360365,-80.8452732365462,35.4404090731246,202106031931
2514,,Walgreens,Walgreens,1728 SOUTH BLVD,CHARLOTTE,Mecklenburg,North Carolina,28203,,Pharmacy : chain,1463387.01524505,671345.710322306,-80.8048412094886,35.581228994853,202106031931
2519,,WM1,SAM'S PHARMACY,1801 WINDSOR SQUARE DR,MATTHEWS,Mecklenburg,North Carolina,28105,,Pharmacy : chain,1488836.01684038,514252.032056227,-80.7101621451018,35.1509048078313,202106031931
2527,,WM1,,1830 GALLERIA BLVD,CHARLOTTE,Mecklenburg,North Carolina,28270,,Pharmacy : chain,1480962.01421572,516183.011461973,-80.7366132629822,35.1558341739703,202106031931
2536,,CVS Health,16342,1900 MATTHEWS TOWNSHIP PKWY,MATTHEWS,Mecklenburg,North Carolina,28105,,Pharmacy : chain,1489883.81592588,503807.148746565,-80.7060567957041,35.1222591360262,202106031931
2546,,Walgreens,Walgreens,19631 W CATAWBA AVE,CORNELIUS,Mecklenburg,North Carolina,28031,,Pharmacy : chain,1437176.02698472,628380.97112073,-80.8902269971313,35.4618634215317,202106031931
2576,,CVS Health,2560,2035 N SHARON AMITY RD,CHARLOTTE,Mecklenburg,North Carolina,28205,,Pharmacy : chain,1470321.48234722,528427.262563974,-80.7729387764608,35.188955555565,202106031931
2587,,CVS Health,4022,210 E TRADE ST STE E186,CHARLOTTE,Mecklenburg,North Carolina,28202,,Pharmacy : chain,1449949.00111064,542055.979072899,-80.8419604938104,35.2253775294001,202106031931
2597,,CVS Health,7056,2115 BEATTIES FORD RD,CHARLOTTE,Mecklenburg,North Carolina,28216,,Pharmacy : chain,1367414.62451306,568253.150759816,-81.1201388975202,35.2928187664425,202106031931
2604,,Walgreens,Walgreens,21500 CATAWBA AVE,CORNELIUS,Mecklenburg,North Carolina,28031,,Pharmacy : chain,1447245.00159739,565987.981733724,-80.852508671196,35.2909847865398,202106031931
2609,,Walgreens,Walgreens,2200 W SUGAR CREEK RD,CHARLOTTE,Mecklenburg,North Carolina,28262,,Pharmacy : chain,1483677.01469122,622247.16449073,-80.7337283110578,35.4473452344163,202106031931
2617,,Walgreens,Walgreens,2215 W ARROWOOD RD,CHARLOTTE,Mecklenburg,North Carolina,28217,,Pharmacy : chain,1491586.01790205,528820.011122316,-80.7017989395008,35.1910570645883,202106031931
2627,,CVS Health,7089,231 N GRAHAM ST,CHARLOTTE,Mecklenburg,North Carolina,28202,,Pharmacy : chain,1423564.25302722,604994.822026983,-80.9343999910582,35.3969000002602,202106031931
2630,,CVS Health,3694,2325 VILLAGE LAKE DR,CHARLOTTE,Mecklenburg,North Carolina,28212,,Pharmacy : chain,1479817.40954955,518466.132551894,-80.7405760578905,35.1620514576051,202106031931
2639,,Walgreens,Walgreens,2400 LITTLE ROCK RD,CHARLOTTE,Mecklenburg,North Carolina,28214,,Pharmacy : chain,1418097.02708505,550710.99129039,-80.94916582667,35.2474832056879,202106031931
2699,,Walgreens,Walgreens,2800 W MALLARD CREEK CHURCH RD,CHARLOTTE,Mecklenburg,North Carolina,28262,,Pharmacy : chain,1466234.02857989,550904.983028397,-80.7879723149557,35.2505056045208,202106031931
2700,,CVS Health,7560,2806 W SUGAR CREEK RD,CHARLOTTE,Mecklenburg,North Carolina,28262,,Pharmacy : chain,1462635.54791597,569674.374295309,-80.8011642577299,35.3018901016432,202106031931
2750,,CVS Health,3526,306 E WOODLAWN RD,CHARLOTTE,Mecklenburg,North Carolina,28217,,Pharmacy : chain,1438811.62345105,524798.886946723,-80.878154294232,35.1773955232778,202106031931
2755,,Walgreens,Walgreens,3080 MILTON RD,CHARLOTTE,Mecklenburg,North Carolina,28215,,Pharmacy : chain,1481257.01264147,546606.976860642,-80.7374078377883,35.2394309168082,202106031931
2775,,WM1,WAL-MART PHARMACY,3209 PINEVILLE MATTHEWS RD,CHARLOTTE,Mecklenburg,North Carolina,28226,,Pharmacy : chain,1465041.00373498,478072.027972817,-80.7875750132704,35.0503560277368,202106031931
2779,,WM1,WAL-MART PHARMACY,3240 WILKINSON BLVD,CHARLOTTE (W),Mecklenburg,North Carolina,28208,,Pharmacy : chain,1451246.01196805,545130.969642058,-80.8378087891362,35.233891178407,202106031931
2780,,Walgreens,Walgreens,3251 FREEDOM DR,CHARLOTTE,Mecklenburg,North Carolina,28208,,Pharmacy : chain,1427733.03176314,566787.9807899,-80.917937083307,35.2921644264898,202106031931
2785,,CVS Health,7213,3310 SISKEY PKWY,MATTHEWS,Mecklenburg,North Carolina,28105,,Pharmacy : chain,1483326.02884464,489348.00804548,-80.7271433057445,35.0822238824567,202106031931
2789,,Walgreens,Walgreens,334 S SHARON AMITY RD,CHARLOTTE,Mecklenburg,North Carolina,28211,,Pharmacy : chain,1458364.02004172,527851.001905471,-80.8129187458032,35.1867790591696,202106031931
2791,,Walgreens,Walgreens,3345 PINEVILLE MATTHEWS RD,CHARLOTTE,Mecklenburg,North Carolina,28226,,Pharmacy : chain,1442697.01594272,492772.019898221,-80.8631424752333,35.0896119066893,202106031931
2798,,Walgreens,Walgreens,3431 MATTHEWS MINT HILL RD,MATTHEWS,Mecklenburg,North Carolina,28105,,Pharmacy : chain,1449838.00855047,543390.969841227,-80.8424150513196,35.229039351392,202106031931
2812,,Walgreens,Walgreens,3534 MT HOLLY HUNTERSVILLE RD,CHARLOTTE,Mecklenburg,North Carolina,28216,,Pharmacy : chain,1408104.01196614,502596.024528399,-80.9794168132645,35.1147609149299,202106031931
2836,,Walgreens,Walgreens,3716 W W T HARRIS BLVD,CHARLOTTE,Mecklenburg,North Carolina,28269,,Pharmacy : chain,1474584.0233628,585785.978883058,-80.7620817647385,35.34674075828,202106031931
2847,,WM1,WAL-MART PHARMACY,3850 E INDEPENDENCE BLVD,CHARLOTTE,Mecklenburg,North Carolina,28205,,Pharmacy : chain,1464784.99998188,595443.985813722,-80.7955233234066,35.3727904597267,202106031931
2873,,CVS Health,2561,4100 CARMEL RD,CHARLOTTE,Mecklenburg,North Carolina,28226,,Pharmacy : chain,1454434.02527705,502566.0009664,-80.8245146446335,35.1171173183002,202106031931
2878,,Walgreens,Walgreens,4133 PARK RD,CHARLOTTE,Mecklenburg,North Carolina,28209,,Pharmacy : chain,1455424.02165663,574224.98658514,-80.8256112642442,35.3140294823027,202106031931
2902,,CVS Health,3540,4391 CENTRAL AVE,CHARLOTTE,Mecklenburg,North Carolina,28205,,Pharmacy : chain,1470950.63331988,537786.359987482,-80.7713922709943,35.2146981189702,202106031931
2932,,Walgreens,Walgreens,4625 HYLAS LN,HUNTERSVILLE,Mecklenburg,North Carolina,28078,,Pharmacy : chain,1474295.01639488,609461.977790818,-80.7644619692404,35.4117684031142,202106031931
2934,,Walgreens,Walgreens,4701 SOUTH BLVD,CHARLOTTE,Mecklenburg,North Carolina,28217,,Pharmacy : chain,1467543.02268106,527426.020800054,-80.7821766778549,35.186068203986,202106031931
2941,,CVS Health,10574,4908 HOUSTON FIELD COURT,CHARLOTTE,Mecklenburg,North Carolina,28277,,Pharmacy : chain,1470539.1534998,477712.318718478,-80.769185338922,35.0496384300595,202106031931
2955,,Walgreens,Walgreens,5040 BEATTIES FORD RD,CHARLOTTE,Mecklenburg,North Carolina,28216,,Pharmacy : chain,1463048.01264222,632585.992238224,-80.8036128660388,35.4747373326602,202106031931
2963,,CVS Health,5445,5100 BEATTIES FORD RD,CHARLOTTE,Mecklenburg,North Carolina,28216,,Pharmacy : chain,1469907.00482972,595332.99292548,-80.7783371983168,35.3727388589918,202106031931
2989,,Walgreens,Walgreens,544 PROVIDENCE RD,CHARLOTTE,Mecklenburg,North Carolina,28207,,Pharmacy : chain,1455036.0053723,530092.007922143,-80.8241933206441,35.1927680956609,202106031931
3006,,CVS Health,2326,5700 ALBEMARLE RD,CHARLOTTE,Mecklenburg,North Carolina,28212,,Pharmacy : chain,1455918.0213248,617946.997566149,-80.8266523106889,35.4341645289228,202106031931
3040,,CVS Health,7407,6110 THE PLZ,CHARLOTTE,Mecklenburg,North Carolina,28215,,Pharmacy : chain,1477056.0184188,549668.969096228,-80.7516561149009,35.2476400968312,202106031931
3049,,Walgreens,Walgreens,6231 FAIRVIEW RD,CHARLOTTE,Mecklenburg,North Carolina,28210,,Pharmacy : chain,1456309.01693389,508344.008767307,-80.8185995444003,35.1330854592347,202106031931
3055,,CVS Health,5264,6428 REA RD,CHARLOTTE,Mecklenburg,North Carolina,28277,,Pharmacy : chain,1456208.01024614,488347.010375559,-80.8177126895044,35.078143530019,202106031931
3064,,Walgreens,Walgreens,6649 MORRISON BLVD,CHARLOTTE,Mecklenburg,North Carolina,28211,,Pharmacy : chain,1453633.01113105,515474.000084728,-80.8279876518108,35.1525382082157,202106031931
3074,,Walgreens,Walgreens,6848 ALBEMARLE RD,CHARLOTTE,Mecklenburg,North Carolina,28212,,Pharmacy : chain,1488291.00644746,540846.976569638,-80.7135208736078,35.2239426613176,202106031931
3092,,Walgreens,Walgreens,7115 E W T HARRIS BLVD,CHARLOTTE,Mecklenburg,North Carolina,28227,,Pharmacy : chain,1468782.01626605,546595.9758984,-80.7791804068864,35.2387936031166,202106031931
3114,,Walgreens,Walgreens,7711 COLONY RD,CHARLOTTE,Mecklenburg,North Carolina,28226,,Pharmacy : chain,1457477.02739313,508670.013036564,-80.814713453135,35.134039801343,202106031931
3116,,WM1,WAL-MART PHARMACY,7735 N TRYON STREET,CHARLOTTE (N),Mecklenburg,North Carolina,28262,,Pharmacy : chain,2401905.93610372,983027.740828395,-77.6337386058352,36.4432358526629,202106031931
3118,,Walgreens,Walgreens,7828 PINEVILLE MATTHEWS RD,CHARLOTTE,Mecklenburg,North Carolina,28226,,Pharmacy : chain,1411227.00112697,633045.973929808,-80.9776655393553,35.4732893979481,202106031931
3120,,CVS Health,16466,7860 REA RD,CHARLOTTE,Mecklenburg,North Carolina,28277,,Pharmacy : chain,1456554.40128563,481342.305224895,-80.8161267668679,35.0589171534356,202106031931
3124,,CVS Health,2357,7920 SAM FURR RD,HUNTERSVILLE,Mecklenburg,North Carolina,28078,,Pharmacy : chain,1435941.4884433,621927.977136984,-80.8939587218842,35.4440720746875,202106031931
3135,,CVS Health,16461,8120 UNIVERSITY CITY BLVD,CHARLOTTE,Mecklenburg,North Carolina,28213,,Pharmacy : chain,1478908.71484464,566600.806623563,-80.7464492721812,35.2942453103007,202106031931
3136,,WM1,WAL-MART PHARMACY,8180 SOUTH TRYON STREET,CHARLOTTE,Mecklenburg,North Carolina,28273,,Pharmacy : chain,1463708.27214848,463364.931402817,-80.7911407798166,35.0098853365211,202106031931
3140,,CVS Health,8260,8220 MT HOLLY HNTRSVL RD,CHARLOTTE,Mecklenburg,North Carolina,28216,,Pharmacy : chain,1437816.01947114,586081.992398649,-80.8853803851191,35.3456981002494,202106031931
3144,,WM1,WAL-MART NEIGHBORHOOD MARKET PHARMACY,8322 PINEVILLE MATTHEWS ROAD,CHARLOTTE,Mecklenburg,North Carolina,28226,,Pharmacy : chain,1434251.02397648,488708.015230984,-80.8911130421034,35.0780083390989,202106031931
3152,,Walgreens,Walgreens,8450 BELLHAVEN BLVD,CHARLOTTE,Mecklenburg,North Carolina,28216,,Pharmacy : chain,1427337.02664964,582725.984018818,-80.9202971071244,35.3359269138847,202106031931
3154,,Walgreens,Walgreens,8520 PARK RD,CHARLOTTE,Mecklenburg,North Carolina,28210,,Pharmacy : chain,1445052.02698071,499363.025088891,-80.8556830303798,35.1078401507471,202106031931
3155,,Walgreens,Walgreens,8538 N TRYON ST,CHARLOTTE,Mecklenburg,North Carolina,28262,,Pharmacy : chain,1488996.02341014,571963.975687221,-80.7129583375192,35.3094620092903,202106031931
3160,,CVS Health,7564,8700 LAWYERS ROAD,CHARLOTTE,Mecklenburg,North Carolina,28227,,Pharmacy : chain,1492912.00475138,528021.02715598,-80.6973156468937,35.188924404199,202106031931
3162,,WM1,WAL-MART NEIGHBORHOOD MARKET PHARMACY,8800 EAST W T HARRIS BLVD,CHARLOTTE,Mecklenburg,North Carolina,28227,,Pharmacy : chain,1441450.0010483,520912.023001313,-80.8690815144116,35.1668543394457,202106031931
3163,,CVS Health,16916,8830 ALBEMARLE RD,CHARLOTTE,Mecklenburg,North Carolina,28227,,Pharmacy : chain,1493901.01917756,535402.01272206,-80.6944275329122,35.2092484592263,202106031931
3164,,WM1,SAM'S PHARMACY,8909 J.W. CLAY BLVD,CHARLOTTE,Mecklenburg,North Carolina,28262,,Pharmacy : chain,1526905.33309005,597913.500231639,-80.5872941865451,35.3824827089705,202106031931
3166,,CVS Health,17319,900 METROPOLITAN AVE STE 2,CHARLOTTE,Mecklenburg,North Carolina,28204,,Pharmacy : chain,1451978.86942622,538039.338812232,-80.8349160149626,35.2144462968097,202106031931
3179,,WM1,WAL-MART PHARMACY,9101 ALBEMARLE ROAD,CHARLOTTE,Mecklenburg,North Carolina,28227,,Pharmacy : chain,1522765.02903472,532907.000323638,-80.5976731272379,35.2037089145945,202106031931
3181,,Walgreens,Walgreens,9202 LAWYERS RD,MINT HILL,Mecklenburg,North Carolina,28227,,Pharmacy : chain,1494265.00335772,554451.971013144,-80.694297599467,35.2616008129125,202106031931
3191,,Walgreens,Walgreens,9428 STEELE CREEK RD,CHARLOTTE,Mecklenburg,North Carolina,28273,,Pharmacy : chain,1455770.03080714,489434.019028306,-80.8192429597725,35.0811077845152,202106031931
3192,,Walgreens,Walgreens,9432 MOUNT HOLLY HNTRSVLLE RD,HUNTERSVILLE,Mecklenburg,North Carolina,28078,,Pharmacy : chain,1444037.65597796,607006.266166806,-80.8658387866701,35.4035022487492,202106031931
3199,,CVS Health,5463,9805 ROCKY RIVER RD,CHARLOTTE,Mecklenburg,North Carolina,28215,,Pharmacy : chain,1449087.02284773,479339.015268222,-80.8409519837201,35.0530356620577,202106031931
3200,,WM1,WAL-MART PHARMACY,9820 CALLABRIDGE COURT,CHARLOTTE,Mecklenburg,North Carolina,28216,,Pharmacy : chain,1419833.0324713,583221.980730221,-80.9454862626028,35.3368880341708,202106031931
3201,,CVS Health,17168,9841 NORTHLAKE CENTRE PKWY,CHARLOTTE,Mecklenburg,North Carolina,28216,,Pharmacy : chain,1445417.77788964,587604.312844813,-80.8599882375138,35.3502740932547,202106031931
3202,,Walgreens,Walgreens,9848 GILEAD RD,HUNTERSVILLE,Mecklenburg,North Carolina,28078,,Pharmacy : chain,1442854.01037939,511604.019963816,-80.8637996438202,35.1413558028567,202106031931
3203,,CVS Health,17178,9870 REA RD,CHARLOTTE,Mecklenburg,North Carolina,28277,,Pharmacy : chain,1458700.01051147,473501.02563189,-80.8084806649911,35.0374826240778,202106031931
3204,,CVS Health,3319,9915 PARK CEDAR DR,CHARLOTTE,Mecklenburg,North Carolina,28210,,Pharmacy : chain,1441845.94415405,494550.742390648,-80.8660988291924,35.0944545536467,202106031931
3205,,CVS Health,2563,9931 GILEAD RD,HUNTERSVILLE,Mecklenburg,North Carolina,28078,,Pharmacy : chain,1445032.79604806,608569.186597392,-80.8625982333786,35.4078470811356,202106031931
3211,,CVS Health,6402,PO BOX 279,DAVIDSON,Mecklenburg,North Carolina,28036,,Pharmacy : chain,1449831.00167473,641344.990468234,-80.8485462539511,35.4981308935795,202106031931
3220,,CVS Health,2559,10515 MALLARD CREEK RD,CHARLOTTE,Mecklenburg,North Carolina,28262,,Pharmacy : chain,1472883.01823464,584294.976287648,-80.767696171317,35.3425616211208,202106031931
3254,,CVS Health,1643,2002 SHILOH CHURCH RD,DAVIDSON,Mecklenburg,North Carolina,28036,,Pharmacy : chain,1474802.47272906,620351.545906648,-80.7634083012265,35.4417082555611,202106031931
3256,,WM1,,2118 WATER RIDGE PKWY,CHARLOTTE,Mecklenburg,North Carolina,28217,,Pharmacy : chain,1424237.02202289,527057.027115479,-80.9270663576041,35.1828315666404,202106031931
3277,,Walgreens,LAX5 Amazon Buena Park,3706 BULLARD ST,CHARLOTTE,Mecklenburg,North Carolina,28208,,Pharmacy : chain,1432666.02124096,545551.989141226,-80.9000462882274,35.234086718776,202106031931
3310,,CVS Health,7564,701 PLANTATION ESTATES DRIVE,MATTHEWS,Mecklenburg,North Carolina,28105,,Pharmacy : chain,1481257.01264147,500924.028528556,-80.7347343778462,35.1139275637727,202106031931
3316,,Walgreens,US Foods - Charlotte,7801 STATESVILLE RD,CHARLOTTE,Mecklenburg,North Carolina,28269,,Pharmacy : chain,1449739.03171431,579227.976907223,-80.844976670809,35.3274847045207,202106031931
3318,,Walgreens,WILLIAMS PLACE,825 PENINSULA DR,DAVIDSON,Mecklenburg,North Carolina,28036,,Pharmacy : chain,1444645.02090497,641506.994081229,-80.8659770914552,35.4983093602817,202106031931
3323,,CVS Health,3896,9308 KENDALL DR,CHARLOTTE,Mecklenburg,North Carolina,28214,,Pharmacy : chain,1414843.00767447,560231.975857317,-80.9606926136035,35.2734624423853,202106031931
3325,,CVS Health,1632,9628 REA RD,CHARLOTTE,Mecklenburg,North Carolina,28277,,Pharmacy : chain,1459427.02939864,473621.022111058,-80.8060595277544,35.0378486545788,202106031931
3343,60C148,Renew Health and Wellness,Renew Health and Wellness,18805 W Catawba Ave,Cornelius,Mecklenburg,North Carolina,28031,,Medical practice : family medicine,1436995.00077197,631142.988234475,-80.8910115024122,35.4694413299144,202106031931
3344,600054,The Charlotte-Mecklenburg Hospital Authority,Atrium Health South Lake Pediatrics,9625 Northcross Center Court,Huntersville,Mecklenburg,North Carolina,28078,,Medical practice : pediatrics,1444592.01280889,623242.988942638,-80.8650023890413,35.4481344610376,202106031931
3345,600072,The Charlotte-Mecklenburg Hospital Authority,Atrium Health Charlotte Pediatric Clinic-Matthews,332 N Trade Street,Matthews,Mecklenburg,North Carolina,28105,,Medical practice : pediatrics,1486135.02946022,502858.020067394,-80.7185369721552,35.1194739287852,202106031931
3346,600035,Novant Health,NOVANT HEALTH MATTHEWS CHILDREN'S CLINIC,1401 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,Mecklenburg,North Carolina,28105,,Medical practice : pediatrics,1487241.02823247,503962.021468312,-80.7149026535488,35.1225595027265,202106031931
3349,600043,The Charlotte-Mecklenburg Hospital Authority,Atrium Health Myers Park Pediatrics,1350 South Kings Drive,Charlotee,Mecklenburg,North Carolina,28207,,Medical practice : pediatrics,1451184.00028105,531340.00509806,-80.8371617565198,35.1960014389091,202106031931
3350,600014,Novant Health,NOVANT HEALTH COTSWOLD MEDICAL CLINIC,200 GREENWICH RD,CHARLOTTE,Mecklenburg,North Carolina,28211,,Medical practice : family medicine,1462414.01128556,524816.021426901,-80.7991818407186,35.1786437071727,202106031931
3351,600002,The Charlotte-Mecklenburg Hospital Authority,Atrium Health Arboretum Pediatrics,7800 Providence Road,Charlotte,Mecklenburg,North Carolina,28226,,Medical practice : pediatrics,1467720.02167089,496320.022972807,-80.7797180111968,35.1006206648433,202106031931
3352,600031,Novant Health,NOVANT HEALTH CROWN POINT FAMILY PHYSICIANS,9101 MONROE RD,CHARLOTTE,Mecklenburg,North Carolina,28270,,Medical practice : family medicine,1478703.00036106,513156.019484475,-80.7439920807941,35.1474093772224,202106031931
3353,600168,The Charlotte-Mecklenburg Hospital Authority,Atrium Health Charlotte Pediatric Clinic-Steele Creek,13640 Steelecroft Pkwy,Charlotte,Mecklenburg,North Carolina,28278,,Medical practice : pediatrics,1404165.01328246,497028.018932149,-80.9922124381995,35.0992481874884,202106031931
3376,,CVS Health,16235,9531 SOUTH BLVD,CHARLOTTE,Mecklenburg,North Carolina,28273,,Pharmacy : chain,1438164.02599297,499679.010677397,-80.8787302528085,35.1083522658138,202106031931
3378,,CVS Health,16374,9801 SAM FURR RD,HUNTERSVILLE,Mecklenburg,North Carolina,28078,,Pharmacy : chain,1445630.00778013,621416.978158981,-80.861402768804,35.4431718064751,202106031931
3386,,CVS Health,3185,1533 SOUTH BLVD,CHARLOTTE,Mecklenburg,North Carolina,28203,,Pharmacy : chain,1445943.01404388,537884.026786894,-80.8551112187041,35.213711404181,202106031931
3394,,CVS Health,5583,2939 THE PLZ,CHARLOTTE,Mecklenburg,North Carolina,28205,,Pharmacy : chain,1462439.02567121,546434.987047151,-80.8004102423138,35.2380371225656,202106031931
